Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
172292.0,-0.954530219435833,1.14489135305074,1.75833795679459,-0.381647511074932,-0.331681393418366,-0.347904395913771,0.257276051755186,0.401562287280322,-0.25469529614859,-1.28840039740232,-0.927633312763062,0.733321032508347,1.15950870217233,-0.0136272706193663,0.522850224834087,0.0416751215802997,-0.272155323349764,-0.0490121723027927,0.452010049003434,-0.0422178536377929,-0.123471312172205,-0.392080134437694,-0.212420722720285,-0.0300991197035192,0.374668836686794,-0.416062523007791,-0.0440512555527353,0.0155340919347388,12.99,0
77908.0,-0.889903380369865,1.49000936658404,0.927291826615743,1.04167217818815,-0.878599102570352,-0.691137900438011,0.659076886753642,-0.657523575187187,-0.902992775738197,-0.465105546883025,-0.114094242600419,0.488729542353288,0.462586904224612,0.616060812092206,0.877272976860434,-0.335419817028879,0.19403960638526,-0.0572755897021657,0.196642303274221,-0.25798300312824,0.994451977781739,0.379915246862198,0.127292910876842,0.936043068969876,-0.254751910010414,-0.3590440328765,0.131074121875561,0.090493365696605,107.85,0
30453.0,-0.95859405930134,-2.50630791513776,1.69737632801502,-0.817812148808899,-0.842909888845164,-1.22269954378291,-1.57735510470868,0.154769261234275,-1.76409070213096,1.3701850251461,-0.844456887544909,-1.82667261733399,-0.628113545177018,-0.288149194098608,1.42813541783016,-0.385142193439602,0.742098362658237,0.865516352098656,0.575023519647076,0.442276267886485,0.16051028210991,0.13899671162336,0.729983149995816,0.307645047591683,-0.711792510898166,-0.184041182780163,0.0611944342126072,0.133772247897604,152.65,0
116547.0,-0.748133264836392,0.17430818875423,-0.462777499374792,-0.969973274386298,1.70234808287576,-0.639885097704842,0.714414723572788,0.0926143179204525,-0.0652918718743802,-0.87118024722114,0.299618660232323,-0.435011811621759,-1.74774367874513,-0.47806137418501,-1.06258418332128,0.80997574217469,-0.0982153272839819,0.515191088242501,-0.2834791240604,-0.329286031519924,-0.209987413979884,-0.645658846477,0.509974095629175,0.0662976556586883,-0.93057630384215,-0.0589086439434999,0.0470963747677412,0.224912117466529,0.99,0
36039.0,-0.752805403409317,0.804171783333771,1.41891090887309,-0.769242188620488,0.239510291699845,-0.275098457235606,0.70729586397597,0.0764098068422096,0.0933026076527037,0.203117753139553,1.16985299155472,-0.258812387002076,-1.84556800528316,0.359828165185237,0.104071623287001,0.269390682798575,-0.639912057813864,-0.0480327872182565,-0.83458236666902,0.0742597721680277,-0.021885419572014,0.178171123166552,-0.0792776057510669,-0.0168745114062453,-0.458380391284183,0.205891618808003,0.266758719100165,0.0315197643526756,10.0,0
80563.0,-0.193872704730096,-0.433501705192587,1.45341502841968,-2.37104085044543,-1.0013382442209,-1.14499795938554,-0.289603791009369,-0.0844425805626894,-2.08245771995226,0.865188582859435,-1.04304323907172,-2.01490612480824,-1.26130066559919,-0.111442778634221,0.0342219840032975,-0.169612054447542,0.322284218357397,0.259746116807363,-0.809274020499163,-0.472293940777716,-0.111534748287789,-0.0754710271768615,-0.0290218309778466,0.311409079949157,-0.417325007390068,-0.423089930618744,0.135741234412241,0.147167886053703,5.0,0
166913.0,2.15119639486062,0.0864736762091671,-2.39893154122505,-0.0186894613856487,1.19542451452678,-0.332656542271847,0.594817617248271,-0.31204445848339,-0.18266203530941,0.309110402912644,0.214336603819737,1.08209632074211,0.834214851137617,0.539833968432854,-1.03028535487441,-0.214945874983683,-0.730739332336388,-0.0732537095129294,0.752003483622509,-0.121928347058313,0.0966111191459509,0.466025733456215,-0.125169954290921,-0.0413891532375371,0.513652556899202,0.711138036075841,-0.116926885812862,-0.0953317897528703,0.76,0
34379.0,0.0814580136659533,-2.57551942273819,0.481600094600651,1.05253647206142,-1.88613398887045,0.634498527249298,-0.304289009718096,0.144534502342941,-0.235233072466262,0.457555829796377,0.111867825843648,0.489748716822124,-0.479345019993302,-0.149223654225527,-1.08727375527581,-1.30064844650184,-0.079733201941159,1.85431192017342,-0.511703613710117,0.636289192267728,-0.156447548151264,-1.14155739117997,-0.473475783942817,-0.0225034627428386,0.0957927540034293,-0.513613812299001,-0.0236662759552866,0.1300927678975,608.14,0
54383.0,1.09873975321155,-0.0972764261443538,0.779447228849231,0.443024471520125,-0.368299012943474,0.502746298971907,-0.563470345684259,0.330628499580338,0.0999440971491118,0.0183442134860296,1.7819700885928,1.01927008671867,0.012285507256702,0.327581016957078,1.07542399721027,0.092623815763098,-0.209084411335435,-0.382516251078978,-0.835583677897343,-0.139981126791301,0.204912889155532,0.661207946747432,0.0053965485069323,-0.246873586496883,0.180921308558786,0.461061569681038,0.018007331001992,0.0043050642441006,7.83,0
99731.0,-0.566800160523619,1.86405696370152,-0.696894918501995,-0.462050054011064,2.08758011892036,-0.548841604641994,1.55572212952247,-1.45705301377011,0.665040094348559,-1.02256991140536,0.122575398867602,-2.8834746203785,2.16508065715612,0.481415546944779,-0.180249716823801,-0.368751211079384,1.17249538641677,0.697209326779647,0.294811811998657,0.038301524795969,0.550835384290951,-0.319177402641437,-0.649559163921333,-0.0877885826912898,1.49945213887852,0.0652392918357483,-0.135773228843409,-0.223966519283798,4.74,0
